file	1stisof	occup	seqs	mode_len	SE_len	mode_exons	SE_exons	mode_dist	max_dist	SE_dist	sites	Ca 	Cr_max 	Cr_min	Cc_max	Cc_min 	Cij_max	Cij_min
Os07g0511000.cds.faa	1	16	16	423	28.8	8	0.6	0	0.34279	0	721	0.733617	0.923717	0.571429	1	0.0625	0.923717	0.421637
Os07g0509800.cds.faa	1	15	15	485	2.4	4	0.1	0	0.265432	0	526	0.923067	0.975285	0.882129	1	0.066667	0.922053	0.844106
Os07g0510200.cds.faa	1	15	15	538	4.3	4	0.2	0	0.253438	0	593	0.900956	0.974705	0.858347	1	0.066667	0.907251	0.799325
Os07g0517100.cds.faa	1	15	15	173	0.4	2	0	0	0.136095	0	174	0.991188	0.994253	0.971264	1	0.066667	0.994253	0.942529
Os07g0519450.cds.faa	1	3	3	175	12.6	6	0.6	0	0.276471	0	181	0.883978	0.966851	0.745856	1	0.333333	0.906077	0.712707
Os07g0517000.cds.faa	1	15	15	561	1.5	7	0.1	0	0.040146	0	575	0.974609	1	0.953043	1	0.066667	0.975652	0.951304
Os07g0518100.cds.faa	1	15	15	492	4	2	0	0	0.009259	0	492	0.991463	1	0.878049	1	0.866667	1	0.878049
Os07g0513400.cds.faa	1	15	15	392	0.9	1	0.1	0	0.056848	0	401	0.977057	1	0.9601	1	0.066667	0.977556	0.947631
Os07g0515000.cds.faa	1	15	15	881	24.7	11	0.1	0	0.091941	0	1087	0.899172	0.99632	0.810488	1	0.066667	0.99632	0.781969
Os07g0520200.cds.faa	1	5	5	400	0	4	0	0	0	0	400	1	1	1	1	1	1	1
Os07g0517300.cds.faa	1	16	16	676	2.5	11	0.1	0	0.080063	0	708	0.952242	0.961864	0.899718	1	0.0625	0.956215	0.860169
Os07g0520600.cds.faa	1	16	16	183	0.3	1	0	0	0.022472	0	183	0.998292	1	0.972678	1	0.9375	1	0.972678
Os07g0513100.cds.faa	1	16	16	990	11.7	12	0.2	0	0.096695	0	1016	0.962229	1	0.804134	1	0.0625	0.997047	0.740157
Os07g0520800.cds.faa	1	15	15	172	0.1	2	0	0.023256	0.040462	0	173	0.996917	1	0.99422	1	0.466667	1	0.99422
Os07g0521000.cds.faa	1	15	15	129	0.2	2	0	0	0.246032	0	129	0.99845	1	0.976744	1	0.933333	1	0.976744
Os07g0517400.cds.faa	1	15	15	1142	6.2	19	0.2	0	0.041513	0	1144	0.984732	0.998252	0.947552	1	0.066667	0.998252	0.921329
Os07g0516100.cds.faa	1	15	15	259	8.2	4	0.2	0	0.293269	0	339	0.776991	0.926254	0.613569	1	0.133333	0.926254	0.474926
Os07g0523000.cds.faa	1	7	7	234	0.6	2	0	0	0.177489	0	235	0.990881	0.995745	0.982979	1	0.142857	0.995745	0.970213
Os07g0522600.cds.faa	1	6	6	637	49.2	4	0.3	0.00314	0.006279	0	932	0.73623	1	0.683476	1	0.166667	0.683476	0.683476
Os07g0508000.cds.faa	1	15	15	1280	26.5	16	0.5	0	0.030638	0	1281	0.964663	0.999219	0.725995	1	0.066667	0.999219	0.725995
Os07g0520400.cds.faa	1	15	15	895	1.4	6	0.1	0	0.011173	0	916	0.978603	1	0.977074	1	0.066667	0.977074	0.977074
Os07g0498400.cds.faa	1	15	15	1274	1.7	2	0.1	0.089482	0.291109	0	1275	0.99702	1	0.983529	1	0.2	1	0.970196
Os07g0524200.cds.faa	1	15	15	213	0	1	0	0	0	0	213	1	1	1	1	1	1	1
Os07g0524400.cds.faa	1	15	15	190	0	1	0	0	0.015789	0	190	1	1	1	1	1	1	1
Os07g0518200.cds.faa	1	16	30	77	7.9	1	0.2	0	0.896104	0	301	0.373865	0.780731	0.255814	1	0.066667	0.780731	0.093023
Os07g0523400.cds.faa	1	16	18	392	18	5	0.4	0.004082	0.23348	0	392	0.830782	1	0.579082	1	0.555556	1	0.579082
Os07g0524000.cds.faa	1	15	15	184	9.2	3	0.1	0	0.172414	0	230	0.841159	0.995652	0.378261	1	0.066667	0.969565	0.373913
Os07g0511400.cds.faa	1	15	15	356	19.5	1	0.2	0.390449	0.489028	0	644	0.578778	1	0.495342	1	0.066667	0.552795	0.495342
Os07g0514400.cds.faa	1	16	32	536	32.4	6	0.4	0.86194	0.885417	0	1046	0.632379	0.916826	0.122371	1	0.03125	0.89675	0.078394
Os07g0524100.cds.faa	1	16	16	485	0	15	0	0	0.004124	0	485	1	1	1	1	1	1	1
Os07g0525100.cds.faa	1	15	15	364	0.1	7	0	0	0.082645	0	364	0.999084	1	0.997253	1	0.733333	1	0.994505
Os07g0517900.cds.faa	1	15	21	400	29.9	4	0.2	0	0.868687	0	422	0.699052	0.976303	0.194313	1	0.095238	0.976303	0.052133
Os07g0523700.cds.faa	1	10	12	213	15.4	6	0.3	0.019048	0.21875	0	213	0.748826	1	0.492958	1	0.5	1	0.276995
Os07g0525500.cds.faa	1	15	15	398	0	2	0	0.007538	0.01005	0	398	1	1	1	1	1	1	1
Os07g0525400.cds.faa	1	15	15	451	3.2	11	0.1	0	0.009501	0	451	0.986696	1	0.933481	1	0.8	1	0.933481
Os07g0524900.cds.faa	1	15	15	364	0.1	7	0	0	0.055096	0	365	0.996712	0.99726	0.994521	1	0.2	0.99726	0.991781
Os07g0521500.cds.faa	1	14	15	910	58.8	3	0.2	0	0.852174	0	998	0.780828	0.993988	0.11523	0.933333	0.133333	0.911824	0
Os07g0513200.cds.faa	1	15	17	790	56.1	3	0.2	0.001266	0.842857	0	1021	0.719191	0.990206	0.13712	1	0.058824	0.890304	0.085211
Os07g0515700.cds.faa	1	10	11	566	10.8	10	0.3	0	0.315498	0	627	0.858054	0.964912	0.76874	1	0.090909	0.902711	0.671451
Os07g0526600.cds.faa	1	15	15	461	14	1	0.1	0	0.048485	0	461	0.942878	1	0.715835	1	0.8	1	0.713666
Os07g0525900.cds.faa	1	16	16	398	0.3	2	0	0	0.037688	0	401	0.994389	1	0.992519	1	0.25	1	0.992519
Os07g0526400.cds.faa	1	15	15	398	1.5	2	0.1	0	0.058511	0	399	0.992648	1	0.942356	1	0.066667	0.997494	0.932331
Os07g0522900.cds.faa	1	15	15	304	10.6	6	0.4	0	0.636986	0	333	0.881882	0.951952	0.438438	1	0.066667	0.912913	0.393393
Os07g0527000.cds.faa	1	16	16	357	1.9	7	0	0	0.024465	0	357	0.994748	1	0.915966	1	0.9375	1	0.915966
Os07g0529700.cds.faa	1	15	16	309	11.6	4	0.2	0	0.893333	0	339	0.862463	0.911504	0.442478	1	0.0625	0.911504	0.038348
Os07g0528900.cds.faa	1	15	15	289	1.4	9	0.1	0	0.074627	0	305	0.942951	0.947541	0.878689	1	0.066667	0.947541	0.82623
Os07g0529600.cds.faa	1	15	15	309	6.1	1	0.1	0	0.032362	0	356	0.920412	1	0.867978	1	0.266667	1	0.867978
Os07g0530300.cds.faa	1	16	16	144	0	1	0	0	0.006944	0	144	1	1	1	1	1	1	1
Os07g0529800.cds.faa	1	16	16	115	1.9	4	0.2	0	0.107527	0	115	0.973913	1	0.808696	1	0.75	1	0.808696
Os07g0530400.cds.faa	1	15	15	418	0	2	0	0	0.007177	0	418	1	1	1	1	1	1	1
Os07g0516400.cds.faa	1	15	24	113	1.8	1	0.1	0.876106	0.876106	0	200	0.579583	0.71	0.44	1	0.041667	0.61	0.2
Os07g0519800.cds.faa	1	15	19	505	65.3	2	0.9	0	0.858108	0	1021	0.476932	0.988247	0.079334	0.947368	0.157895	0.988247	0
Os07g0511900.cds.faa	1	16	17	1200	64.4	9	0.5	0	0.814815	0	1240	0.902419	0.981452	0.087097	0.941176	0.058824	0.967742	0
Os07g0531400.cds.faa	1	15	15	260	0.1	3	0	0	0.030888	0	260	0.999487	1	0.996154	1	0.866667	1	0.996154
Os07g0529000.cds.faa	1	15	15	573	3.1	2	0.1	0	0.020036	0	573	0.978476	1	0.958115	1	0.466667	1	0.958115
Os07g0531200.cds.faa	1	15	15	142	0.1	1	0	0	0.049645	0	142	0.999061	1	0.992958	1	0.933333	1	0.985915
Os07g0516000.cds.faa	1	16	29	413	33.3	9	0.7	0	0.900826	0	882	0.3711	0.763039	0.09297	0.586207	0.034483	0.763039	0
Os07g0530600.cds.faa	1	15	15	444	10.6	3	0	0	0.002252	0	444	0.976126	1	0.641892	1	0.933333	1	0.641892
Os07g0530700.cds.faa	1	15	15	156	1.8	5	0.1	0.147436	0.275641	0	182	0.888645	0.994505	0.857143	1	0.066667	0.906593	0.840659
Os07g0531600.cds.faa	1	16	16	370	0	12	0	0	0	0	370	1	1	1	1	1	1	1
Os07g0511100.cds.faa	1	15	15	285	9.2	2	0.1	0.631579	0.718663	0	360	0.84037	0.997222	0.741667	1	0.133333	0.997222	0.697222
Os07g0531500.cds.faa	1	15	15	200	0	1	0	0	0.01	0	200	1	1	1	1	1	1	1
Os07g0527800.cds.faa	1	15	15	669	5.9	3	0.1	0	0.109422	0	694	0.949183	0.963977	0.831412	1	0.133333	0.963977	0.827089
Os07g0521800.cds.faa	1	15	15	1036	57.6	3	0.1	0	0.672727	0	1067	0.865604	0.970947	0.360825	1	0.133333	0.970947	0.302718
Os07g0534700.cds.faa	1	4	4	682	1	7	0	0	0.025037	0	684	0.996711	1	0.99269	1	0.5	0.997076	0.989766
Os07g0513600.cds.faa	1	14	19	503	41.7	3	0.4	0.846847	0.882883	0	718	0.553218	0.845404	0.154596	0.736842	0.052632	0.777159	0
Os07g0534000.cds.faa	1	16	16	246	4.1	6	0.2	0	0.217877	0	247	0.961538	1	0.724696	1	0.125	0.995951	0.680162
Os07g0528200.cds.faa	1	15	16	278	49.1	2	0.2	0	0.460526	0	711	0.511603	1	0.106892	0.9375	0.125	1	0
Os07g0531700.cds.faa	1	16	16	649	0	7	0	0	0.004622	0	649	1	1	1	1	1	1	1
Os07g0537701.cds.faa	1	7	7	102	0.4	1	0	0.029412	0.029412	0	104	0.986264	1	0.980769	1	0.285714	1	0.980769
Os07g0533201.cds.faa	1	12	12	283	9.6	3	0.1	0	0.149758	0	283	0.924323	1	0.731449	1	0.666667	1	0.685512
Os07g0520900.cds.faa	1	15	15	1345	15.1	18	0.1	0	0.240881	0	1371	0.9593	0.991247	0.876732	1	0.066667	0.981036	0.849015
Os07g0536300.cds.faa	1	15	15	210	11.8	2	0	0	0.804878	0	210	0.900635	1	0.390476	1	0.866667	1	0.119048
Os07g0533800.cds.faa	1	15	16	873	35.9	2	0.1	0	0.646259	0	873	0.935925	1	0.505155	1	0.625	1	0.029782
Os07g0535800.cds.faa	1	15	15	604	27.2	6	0.1	0	0.090734	0	604	0.93532	1	0.322848	1	0.666667	1	0.311258
Os07g0521100.cds.faa	1	15	16	1164	66.1	4	0.2	0	0.884615	0	1441	0.813584	0.981957	0.18043	0.9375	0.0625	0.952811	0
Os07g0540000.cds.faa	1	15	15	354	0.1	1	0	0	0.022663	0	354	0.999623	1	0.997175	1	0.933333	1	0.99435
Os07g0522500.cds.faa	1	15	17	2361	178.2	26	2	0	0.88697	0	2370	0.704964	0.996203	0.085654	0.882353	0.294118	0.996203	0
Os07g0539900.cds.faa	1	15	15	504	11.2	3	0.2	0.003968	0.170635	0	602	0.895017	1	0.837209	1	0.266667	1	0.784053
Os07g0530100.cds.faa	1	16	16	748	52.8	16	1	0	0.861111	0	753	0.852922	0.99336	0.143426	1	0.3125	0.99336	0.02656
Os07g0540366.cds.faa	1	15	15	716	6.3	10	0.2	0.002793	0.094281	0	747	0.946185	0.958501	0.866131	1	0.133333	0.958501	0.824632
Os07g0532500.cds.faa	1	13	16	666	22.6	3	0.2	0	0.32491	0	947	0.690272	0.983105	0.529039	1	0.0625	0.703273	0.493136
Os07g0533900.cds.faa	1	15	15	208	9	1	0.1	0	0.827586	0	211	0.929542	1	0.412322	1	0.333333	0.995261	0.094787
Os07g0541400.cds.faa	1	15	15	698	0.4	7	0	0	0.034532	0	700	0.99581	1	0.992857	1	0.066667	0.997143	0.991429
Os07g0541000.cds.faa	1	13	13	722	2.4	7	0	0	0.049062	0	725	0.986737	0.995862	0.955862	1	0.076923	0.995862	0.951724
Os07g0538700.cds.faa	1	5	7	1115	102.6	6	1.4	0	0.765049	0	1137	0.618545	0.980651	0.452946	1	0.142857	0.931398	0.036939
Os07g0543100.cds.faa	1	4	4	631	8.5	7	0.5	0.014263	0.014263	0	662	0.975453	1	0.953172	1	0.25	0.995468	0.950151
Os07g0535600.cds.faa	1	13	15	796	58.5	4	0.2	0	0.4375	0	852	0.747027	0.934272	0.18662	0.866667	0.066667	0.934272	0
Os07g0542900.cds.faa	1	16	16	179	2	2	0	0	0.122449	0	184	0.960598	1	0.798913	1	0.0625	0.972826	0.793478
Os07g0543000.cds.faa	1	16	16	256	8.5	5	0.2	0	0.082524	0	313	0.822085	1	0.658147	1	0.1875	1	0.610224
Os07g0541200.cds.faa	1	15	15	697	16.9	7	0.1	0.050699	0.282243	0	701	0.923062	1	0.763195	1	0.066667	0.99572	0.583452
Os07g0526700.cds.faa	1	15	19	91	9.2	2	0.1	0	0.880952	0	287	0.381625	0.811847	0.292683	0.789474	0.052632	0.560976	0
Os07g0544900.cds.faa	1	15	15	204	2.8	2	0	0	0	0	204	0.97451	1	0.872549	1	0.8	1	0.872549
Os07g0545300.cds.faa	1	13	13	135	0	2	0	0	0	0	135	1	1	1	1	1	1	1
Os07g0545100.cds.faa	1	15	15	166	0	3	0	0	0.018072	0	166	1	1	1	1	1	1	1
Os07g0538000.cds.faa	1	14	15	569	28.2	2	0.3	0	0.855263	0	571	0.838062	0.998249	0.2662	0.933333	0.066667	0.996497	0
Os07g0543300.cds.faa	1	15	15	488	0	7	0	0	0.016393	0	488	1	1	1	1	1	1	1
Os07g0545400.cds.faa	1	14	14	135	0.6	2	0.1	0	0.173228	0	135	0.995767	1	0.940741	1	0.928571	1	0.940741
Os07g0540200.cds.faa	1	11	11	896	100.5	7	0.8	0.068493	0.193878	0	958	0.686468	0.989562	0.102296	1	0.090909	0.935282	0.092902
Os07g0539700.cds.faa	1	15	19	562	54.4	7	0.7	0.802198	0.878571	0	950	0.555512	0.901053	0.095789	0.842105	0.052632	0.901053	0
Os07g0545800.cds.faa	1	15	15	571	0	1	0	0	0.010508	0	571	1	1	1	1	1	1	1
Os07g0544800.cds.faa	1	15	15	175	6.3	3	0.2	0	0.469565	0	187	0.872371	0.935829	0.497326	1	0.066667	0.935829	0.454545
Os07g0546000.cds.faa	1	15	15	238	0	6	0	0	0.004202	0	238	1	1	1	1	1	1	1
Os07g0546200.cds.faa	1	15	15	116	0	2	0	0	0.017241	0	116	1	1	1	1	1	1	1
Os07g0545900.cds.faa	1	16	16	252	6.8	5	0.1	0.050251	0.379447	0	316	0.737144	0.829114	0.629747	1	0.0625	0.800633	0.626582
Os07g0533000.cds.faa	1	15	15	450	26.1	1	0.2	0	0.162413	0	835	0.556806	0.989222	0.499401	1	0.066667	0.54012	0.473054
Os07g0542800.cds.faa	1	13	13	140	7.9	2	0.2	0	0.847059	0	183	0.656999	0.836066	0.344262	0.923077	0.076923	0.825137	0
Os07g0546100.cds.faa	1	15	15	548	0	6	0	0	0.001825	0	548	1	1	1	1	1	1	1
Os07g0541900.cds.faa	1	4	5	1119	124.9	7	1.7	0	0.658252	0.1	1199	0.74779	0.933278	0.429525	1	0.2	0.904921	0.016681
Os07g0546700.cds.faa	1	16	16	69	0	3	0	0	0	0	69	1	1	1	1	1	1	1
Os07g0547100.cds.faa	1	15	15	416	36.7	3	0.3	0	0.161058	0	988	0.47247	0.980769	0.42004	1	0.066667	0.491903	0.404858
Os07g0548900.cds.faa	1	16	16	292	0.8	9	0.1	0.003425	0.017857	0	292	0.997432	1	0.958904	1	0.9375	1	0.958904
Os07g0548800.cds.faa	1	16	16	202	4.4	2	0.1	0	0.232673	0	267	0.786517	0.966292	0.756554	1	0.0625	0.891386	0.722846
Os07g0546400.cds.faa	1	16	16	567	0.5	3	0.1	0	0.064286	0	568	0.997799	1	0.985915	1	0.375	1	0.980634
Os07g0531900.cds.faa	1	15	15	1077	1.6	1	0	0.013048	0.044954	0	1090	0.98948	1	0.984404	1	0.4	1	0.97156
Os07g0533300.cds.faa	1	15	17	455	23.8	1	0.1	0.002198	0.487002	0	883	0.556658	0.949037	0.497169	1	0.058824	0.653454	0.477916
Os07g0546600.cds.faa	1	15	15	379	9.1	7	0.2	0	0.140097	0	455	0.931429	1	0.832967	1	0.333333	1	0.749451
Os07g0549100.cds.faa	1	15	15	121	0.1	1	0	0	0.024793	0	122	0.99235	1	0.991803	1	0.066667	0.991803	0.991803
Os07g0548300.cds.faa	1	15	15	661	2.4	4	0.1	0.223903	0.2608	0	661	0.996369	1	0.945537	1	0.933333	1	0.945537
Os07g0548500.cds.faa	1	16	16	564	11.1	3	0.3	0	0.182266	0	591	0.94025	0.979695	0.686971	1	0.375	0.979695	0.666667
Os07g0549900.cds.faa	1	15	15	103	0	1	0	0	0	0	103	1	1	1	1	1	1	1
Os07g0545500.cds.faa	1	15	23	934	76.7	6	0.6	0	0.886878	0	1144	0.587831	0.835664	0.141608	1	0.043478	0.835664	0.015734
Os07g0540100.cds.faa	1	8	11	696	92	7	0.8	0	0.882353	0	1014	0.566523	0.884615	0.074951	0.818182	0.090909	0.883629	0
Os07g0550600.cds.faa	1	15	15	430	1.4	2	0	0	0.034965	0	453	0.952759	0.995585	0.94702	1	0.066667	0.95585	0.94702
Os07g0551400.cds.faa	1	15	15	275	0.9	2	0	0	0.007463	0	275	0.991515	1	0.974545	1	0.666667	1	0.974545
Os07g0551300.cds.faa	1	15	15	693	0	7	0	0	0.004329	0	693	1	1	1	1	1	1	1
Os07g0551600.cds.faa	1	6	6	868	2.6	3	0	0	0.056452	0	888	0.981044	0.995495	0.977477	1	0.166667	0.977477	0.972973
Os07g0552400.cds.faa	1	15	15	105	67.8	1	0.3	0.009524	0.304762	0	852	0.239984	0.998826	0.123239	1	0.133333	0.998826	0.122066
Os07g0549600.cds.faa	1	16	29	234	21.3	4	0.7	0.876068	0.881057	0	553	0.604602	0.96745	0.410488	1	0.034483	0.81736	0.377939
Os07g0549800.cds.faa	1	14	14	133	4.5	4	0	0	0.015038	0	179	0.779729	1	0.743017	1	0.142857	1	0.743017
Os07g0553633.cds.faa	1	4	4	824	0	1	0	0	0.006068	0	824	1	1	1	1	1	1	1
Os07g0543600.cds.faa	1	12	13	419	38.2	3	0.2	0	0.882022	0	702	0.581416	0.974359	0.253561	1	0.076923	0.974359	0.022792
Os07g0553800.cds.faa	1	15	15	221	0.1	1	0	0	0.022727	0	221	0.999698	1	0.995475	1	0.933333	1	0.995475
Os07g0551700.cds.faa	1	5	6	885	91.6	3	0.3	0	0.007946	0	885	0.894727	1	0.377401	1	0.5	1	0.377401
Os07g0553000.cds.faa	1	8	8	860	3.8	2	0	0	0.032558	0	890	0.970506	1	0.966292	1	0.125	0.966292	0.966292
Os07g0554150.cds.faa	1	6	6	202	0	1	0	0	0	0	202	1	1	1	1	1	1	1
Os07g0543500.cds.faa	1	15	15	990	23.7	3	0.4	0	0.270968	0	999	0.909109	0.991992	0.747748	1	0.066667	0.990991	0.641642
Os07g0553700.cds.faa	1	16	16	163	9.9	5	0.3	0	0.900901	0	231	0.651245	0.969697	0.290043	1	0.0625	0.78355	0.030303
Os07g0550900.cds.faa	1	15	15	872	12.4	9	0.2	0	0.098516	0	873	0.953799	0.998855	0.848797	1	0.133333	0.998855	0.784651
Os07g0538300.cds.faa	1	15	19	1220	73.6	15	1	0	0.494681	0	1411	0.731732	0.92842	0.399717	1	0.052632	0.92842	0.330262
Os07g0553900.cds.faa	1	16	16	230	7.8	3	0.3	0.317391	0.321739	0	345	0.715761	0.997101	0.666667	1	0.0625	0.77971	0.449275
Os07g0556300.cds.faa	1	15	15	375	0.4	1	0	0	0.016	0	378	0.994709	1	0.992063	1	0.333333	1	0.992063
Os07g0556200.cds.faa	1	16	16	225	1.5	5	0.1	0	0.044776	0	225	0.993056	1	0.893333	1	0.875	1	0.893333
Os07g0554400.cds.faa	1	15	30	409	22.3	1	0.3	0.849462	0.88	0	425	0.716471	0.962353	0.218824	1	0.3	0.962353	0.188235
Os07g0537900.cds.faa	1	10	11	1154	124.3	14	1.4	0	0.484556	0	1981	0.615988	0.986371	0.261484	1	0.090909	0.894498	0.005048
Os07g0552800.cds.faa	1	15	16	889	39.5	2	0.1	0.008999	0.876238	0	902	0.922256	0.988914	0.447894	0.9375	0.0625	0.986696	0
Os07g0556800.cds.faa	1	15	15	413	18.7	2	0.1	0	0.067114	0	415	0.866345	0.995181	0.46747	1	0.266667	0.995181	0.46747
Os07g0556000.cds.faa	1	15	15	314	3.4	6	0.1	0.009646	0.05625	0	350	0.916	1	0.888571	1	0.2	0.982857	0.888571
Os07g0537500.cds.faa	1	15	16	659	54.8	8	0.5	0	0.845238	0	1295	0.50917	0.976834	0.064865	1	0.0625	0.521236	0.030888
Os07g0557700.cds.faa	1	15	15	335	0	2	0	0	0.008955	0	335	1	1	1	1	1	1	1
Os07g0558100.cds.faa	1	15	15	267	5.1	3	0.1	0	0.044944	0	323	0.849742	1	0.826625	1	0.133333	1	0.826625
Os07g0558000.cds.faa	1	15	15	623	3.2	5	0	0.004815	0.076412	0	647	0.956105	0.962906	0.893354	1	0.066667	0.962906	0.893354
Os07g0558300.cds.faa	1	12	12	434	12.4	9	0.3	0	0.030864	0	434	0.957757	1	0.746544	1	0.833333	1	0.746544
Os07g0558900.cds.faa	1	15	15	187	2.4	4	0	0.005348	0.05988	0	193	0.946114	0.968912	0.834197	1	0.133333	0.968912	0.834197
Os07g0558400.cds.faa	1	15	15	282	2.9	2	0	0	0.012605	0	282	0.989598	1	0.843972	1	0.933333	1	0.843972
Os07g0558200.cds.faa	1	15	15	396	33.7	9	0.7	0	0.153374	0	874	0.486041	0.987414	0.361556	1	0.066667	0.524027	0.332952
Os07g0558500.cds.faa	1	16	16	287	7.3	5	0.1	0	0.003484	0	287	0.974521	1	0.592334	1	0.9375	1	0.592334
Os07g0553600.cds.faa	1	15	35	325	17.2	3	0.2	0.836957	0.901639	0	347	0.514121	0.936599	0.26513	1	0.285714	0.936599	0.051873
Os07g0558800.cds.faa	1	16	16	284	0	7	0	0	0	0	284	1	1	1	1	1	1	1
Os07g0547700.cds.faa	1	16	25	349	143.1	11	1	0	0.844828	0	2866	0.316553	0.785764	0.040474	0.48	0.04	0.73866	0
Os07g0559100.cds.faa	1	15	15	73	0	1	0	0.356164	0.356164	0	73	1	1	1	1	1	1	1
Os07g0521300.cds.faa	1	14	26	1397	80.1	1	0.2	0	0.833333	0	1614	0.745544	0.868649	0.066915	1	0.038462	0.868649	0.007435
Os07g0559400.cds.faa	1	15	15	273	0	2	0	0	0.007326	0	273	1	1	1	1	1	1	1
Os07g0559700.cds.faa	1	15	15	530	9.7	3	0.1	0	0.020779	0	530	0.981761	1	0.726415	1	0.933333	1	0.726415
Os07g0560700.cds.faa	1	15	15	204	0.1	1	0	0.014778	0.034314	0	205	0.994146	0.995122	0.990244	1	0.2	0.995122	0.990244
Os07g0561300.cds.faa	1	15	15	143	3.8	2	0.1	0	0.055944	0	200	0.734	1	0.715	1	0.066667	0.715	0.715
Os07g0557500.cds.faa	1	15	15	693	1.4	6	0	0.005772	0.011577	0	716	0.970019	0.997207	0.965084	1	0.066667	0.97067	0.965084
Os07g0553400.cds.faa	1	15	15	1748	5.7	6	0.1	0	0.028228	0	1748	0.991991	1	0.952517	1	0.666667	1	0.938787
Os07g0560300.cds.faa	1	15	15	587	0.1	2	0	0.006814	0.008518	0	588	0.999093	1	0.998299	1	0.466667	1	0.998299
Os07g0561800.cds.faa	1	15	15	532	0	1	0	0.00188	0.003759	0	532	1	1	1	1	1	1	1
Os07g0542600.cds.faa	1	9	15	730	109	6	1.7	0	0.638356	0	1997	0.497346	0.964447	0.298448	0.933333	0.066667	0.908863	0.004006
Os07g0562400.cds.faa	1	15	15	534	0.1	1	0	0	0.015009	0	534	0.99975	1	0.998127	1	0.866667	1	0.998127
Os07g0562900.cds.faa	1	15	15	111	2.9	3	0.1	0	0.036036	0	134	0.885572	1	0.828358	1	0.333333	1	0.828358
Os07g0554600.cds.faa	1	15	16	709	28	4	0.4	0	0.623306	0	840	0.792113	0.895238	0.439286	0.9375	0.0625	0.853571	0.013095
Os07g0563400.cds.faa	1	15	15	333	0.1	2	0	0	0.018072	0	333	0.9998	1	0.996997	1	0.933333	1	0.996997
Os07g0550500.cds.faa	1	15	29	441	1.7	6	0.4	0	0.899761	0	694	0.618603	0.635447	0.603746	1	0.034483	0.635447	0.242075
Os07g0562051.cds.faa	1	13	17	480	47.6	2	0.3	0	0.858491	0	645	0.645782	0.992248	0.091473	1	0.176471	0.889922	0.007752
Os07g0555100.cds.faa	1	15	23	259	90.4	1	0.6	0.57529	0.633205	0	1289	0.629676	0.999224	0.200931	0.652174	0.086957	0.999224	0
Os07g0564200.cds.faa	1	15	15	76	0	1	0	0	0.013158	0	76	1	1	1	1	1	1	1
Os07g0564100.cds.faa	1	15	15	481	2.5	1	0.1	0.002079	0.036036	0	481	0.994872	1	0.923077	1	0.933333	1	0.923077
Os07g0563800.cds.faa	1	15	15	476	4.1	11	0.1	0.002101	0.009662	0	476	0.991317	1	0.869748	1	0.933333	1	0.869748
Os07g0564000.cds.faa	1	16	16	408	11.3	8	0.2	0	0.11254	0	408	0.918964	1	0.762255	1	0.625	1	0.683824
Os07g0564600.cds.faa	1	15	15	267	2.1	11	0.2	0	0.108303	0	303	0.89527	0.966997	0.881188	1	0.066667	0.940594	0.877888
Os07g0565100.cds.faa	1	16	19	161	1.4	6	0.1	0	0.058824	0	185	0.88478	1	0.87027	1	0.052632	0.918919	0.87027
Os07g0565200.cds.faa	1	15	15	326	0.4	9	0	0	0.096273	0	350	0.929714	0.931429	0.92	1	0.133333	0.931429	0.848571
Os07g0563300.cds.faa	1	15	15	958	1.3	12	0	0.004188	0.010638	0	964	0.992116	1	0.975104	1	0.066667	0.993776	0.971992
Os07g0563000.cds.faa	1	15	15	377	7.6	9	0.1	0	0.107656	0	523	0.753346	0.921606	0.695985	1	0.066667	0.787763	0.694073
Os07g0565700.cds.faa	1	15	15	334	0	1	0	0	0.008982	0	334	1	1	1	1	1	1	1
Os07g0565500.cds.faa	1	15	15	183	1.5	2	0.1	0	0.071856	0	183	0.981785	1	0.912568	1	0.666667	1	0.912568
Os07g0565800.cds.faa	1	15	15	117	0	1	0	0	0.025641	0	117	1	1	1	1	1	1	1
Os07g0565600.cds.faa	1	15	15	438	0.4	12	0	0.002283	0.011574	0	438	0.999087	1	0.986301	1	0.933333	1	0.986301
Os07g0561500.cds.faa	1	15	20	185	31.2	2	0.1	0	0.873786	0	790	0.324241	0.901266	0.194937	0.85	0.05	0.54557	0
Os07g0565300.cds.faa	1	15	15	496	11.1	5	0.3	0	0.017094	0	496	0.949328	1	0.743952	1	0.266667	1	0.743952
Os07g0562800.cds.faa	1	15	15	1252	37.4	24	0.7	0	0.274005	0	1253	0.936366	0.999202	0.681564	1	0.266667	0.999202	0.522745
gene:OsNip_07G019970.cds.faa	1	16	29	110	14	2	0.1	0	0.872727	0	321	0.572779	1	0.336449	1	0.344828	0.82866	0.096573
Os07g0566200.cds.faa	1	15	15	427	0	5	0	0.002342	0.004684	0	427	1	1	1	1	1	1	1
Os07g0566800.cds.faa	1	15	15	229	0.1	2	0.1	0	0.039648	0	229	0.999418	1	0.991266	1	0.933333	1	0.991266
Os07g0566500.cds.faa	1	15	15	425	7.9	3	0.1	0	0.011765	0	425	0.981333	1	0.72	1	0.933333	1	0.72
Os07g0497100.cds.faa	1	16	16	2259	24.1	10	0.3	0	0.166832	0	2486	0.896596	0.986323	0.81255	1	0.0625	0.917538	0.78922
